station_name,station_id,real_time,active?,owner,owner_2,maintainer,project,latitude,longitude,elevation_ft,transmit_time,mesowest_link,station_type,hydrologic,weather,coastal,experimental_plot,seismometer,satellite,precipitation,temperature,data_provider,dew_point,wind,visability,sky_conditions,sea_level_pressure,wave_swell_height,altimeter_reading,snow_amount,heated,seasonal,reliable_forcsting,precip_reliable,temp_reliable,wind_reliable,dewpoint_reliable,additional_information,web_link,contact_person,contact_email,device_specific_details
Ketchikan Airport,PAKT,Yes,Active,National Weather Service,Federal Aviation Administration,,The ASOS Monitoring Center (AOMC),55.348,-131.702,95,:53,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PAKT&unit=0&time=LOCAL,Weather Station,Yes,Yes,No,No,No,No,Yes,Yes,National Weather Service,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,No,https://www.weather.gov/wrh/timeseries?site=PAKT&hours=72,Aaron Jacobs,aaron.jacobs@noaa.gov,Unknown
Fawn Lake Dam,FLLA2,Yes,Active,Ketchikan Public Utilities,,,Unknown,55.3507,-131.6209,351,Unknown,Unknown,Dam level,Yes,,No,No,No,No,Yes,Yes,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Ketchikan Harbor,KEXA2,Yes,Active,Marine Exchange of Alaska,,,Unknown,55.351573,-131.6839,15,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,No,No,No,Yes,National Weather Service,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown
Polk Creek on Polk Inlet,PLKA2,No,Inactive,Unknown,,,Unknown,55.3536,-132.4778,Unknown,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Bailey Powerhouse,BPWA2,Yes,Active,Ketchikan Public Utilities,,,Unknown,55.3574,-131.69697,20,Unknown,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BPWA2&unit=0&time=LOCAL,Unknown,Yes,Yes,No,No,No,No,Yes,Yes,National Weather Service,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown
Ketchikan Lake,KDLA2,Yes,Active,Ketchikan Public Utilities,,,Unknown,55.3599,-131.6216,354,Unknown,Unknown,Dam level,Yes,,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Carlanna Lake Dam,CARA2,Yes,Active,Ketchikan Public Utilities,,,Unknown,55.3682,-131.6913,528,Unknown,Unknown,Dam level,Yes,,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Beaver Falls Powerhouse,KTNA2,Unknown,Active,Ketchikan Public Utilities,,,Unknown,55.3796,-131.4704,71,Unknown,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=KTNA2&unit=0&time=LOCAL,Unknown,Yes,Yes,No,No,No,No,Yes,Yes,MesoWest,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Temp, Precipitation 1hr in",Unknown,Unknown,Unknown,Unknown
Silvis Powerhouse,SLVA2,Yes,Active,Ketchikan Public Utilities,,,Unknown,55.3814,-131.5176,820,Unknown,Unknown,Unknown,Yes,Yes,No,No,No,No,Yes,Yes,National Weather Service,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,"Temp, Precipitation 1hr in",Unknown,Unknown,Unknown,Unknown
Twin Island Federal Aviation Administration,KTNCW,Yes,Active,Federal Aviation Administration,,,Unknown,55.38303,-131.26648,Unknown,Unknown,Unknown,Weather Station,Unknown,Yes,No,No,No,No,Unknown,Yes,National Weather Service,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Fish C NR Ketchikan AK,15072000,Unknown,Active,U.S. Geological Survey,,,Unknown,55.3916038,-131.1955833,Unknown,Unknown,N/A,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,U.S. Geological Survey,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Discharge (ft3/s),https://waterdata.usgs.gov/nwis/inventory?site_no=15072000,Jeff Conaway,jconaway@usgs.gov,Unknown
Fish Creek near Ketchikan,FCKA2,Yes,Active,U.S. Geological Survey,,,Unknown,55.391944,-131.193889,Unknown,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Old Tom Creek near Kasaan,OTCA2,Yes,Inactive,U.S. Geological Survey,,,Unknown,55.395556,-132.406944,10,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Ward Cove,WCXA2,Yes,Active,Marine Exchange of Alaska,,,Unknown,55.402,-131.729,Unknown,Unknown,Unknown,Weather Station,Unknown,Unknown,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
"Old Frank's Creek III, Installation 27, Plot 2000",394,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.42657,-132.483,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Old Frank's Creek III, Installation 27, Plot 2031",393,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.42697,-132.486,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Old Frank's Creek III, Installation 27, Plot 2010",391,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.42716,-132.484,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Old Frank's Creek III, Installation 27, Plot 2020",506,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.42719,-132.485,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
Lake Connell Dam,LCDA2,Yes,Active,Ward Cove Group,,,Unknown,55.4311,-131.671667,213,Unknown,Unknown,Dam level,Yes,,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Guard Island,GIXA2,Yes,Active,Marine Exchange of Alaska,,,Unknown,55.4465,-131.8813,10,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,No,No,No,Yes,National Weather Service,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,https://www.weather.gov/wrh/timeseries?site=GIXA2&hours=72,Unknown,Unknown,Unknown
"Whistle, Unit 1, ",505,Unknown,Active,U.S. Forest Service,,,Yellow Cedar Steckling,55.44677,-131.618,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
Prince of Wales: Low Site,TBD,Yes,Active,U.S. Forest Service,,Alaska Youth Stewards,Alaska Youth Stewards,55.456111,-133.049722,130,Unknown,N/A,Rain Gauge,Yes,Yes,No,No,No,No,Yes,Yes,Sitka Sound Science Center,Yes,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,"Measures every 5 minutes, data in csv format, cellular to cloud data transfer",None at this time,KK Pressian,katherine.prussian@usda.gov,Installed June 2024
Hollis Hwy Road Weather Information System,HOHA2,Yes,Active,Alaska Department of Transportation,,,Alaska Road Weather Information System,55.458,-132.8412,316,Unknown,Unknown,Weather Station,Yes,Yes,No,No,No,No,Yes,Yes,National Weather Service,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,No,https://www.weather.gov/wrh/timeseries?site=HOHA2&hours=72,Unknown,Unknown,Unknown
Harris River Pass Federal Aviation Administration,HYLAW,Yes,Active,Federal Aviation Administration,,,Unknown,55.45857,-132.84369,Unknown,Unknown,Unknown,Weather Station,Unknown,Yes,No,No,No,No,Unknown,Yes,National Weather Service,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
"Harris, Unit 4",464,Unknown,Active,U.S. Forest Service,,,Prince of Wales Commercial Thinning (POW-CT),55.45893,-132.794,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Field traverses by POW RD staff and later updated with differentially corrected GPS points taken by FSL staff and orthophoto reference
Harris R 1.2 MI AB Mouth NR Hollis AK,15085697,Unknown,Active,U.S. Geological Survey,,,Unknown,55.45931667,-132.716261,Unknown,Unknown,N/A,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,U.S. Geological Survey,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Discharge (ft3/s),https://waterdata.usgs.gov/monitoring-location/15085697/#parameterCode=00065&period=P7D&showMedian=false,Jeff Conaway,jconaway@usgs.gov,Unknown
"Harris, Unit 3",467,Unknown,Active,U.S. Forest Service,,,Prince of Wales Commercial Thinning (POW-CT),55.45939,-132.796,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Field traverses by POW RD staff and later updated with differentially corrected GPS points taken by FSL staff and orthophoto reference
"Harris, Unit 5",465,Unknown,Active,U.S. Forest Service,,,Prince of Wales Commercial Thinning (POW-CT),55.45996,-132.789,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Field traverses by POW RD staff and later updated with differentially corrected GPS points taken by FSL staff and orthophoto reference
"Harris stripcuts 2, POW, ",95,Unknown,Active,U.S. Forest Service,,,Yellow-cedar common garden,55.46032,-132.8,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17 genetic seedlots planted as 800 seedlings,Unknown,David D'Amore,david.v.damore@usda.gov,"Coordinate for strip corners taken with Garmin, points displayed on orthophoto, and polygon digitized using corners & photo."
"Harris stripcuts 1, POW, ",96,Unknown,Active,U.S. Forest Service,,,Yellow-cedar common garden,55.46048,-132.799,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,16 genetic seedlots planted as 800 seedlings. This site is FENCED.,Unknown,David D'Amore,david.v.damore@usda.gov,"Coordinate for strip corners taken with Garmin, points displayed on orthophoto, and polygon digitized using corners & photo."
"Harris, Unit 2",463,Unknown,Active,U.S. Forest Service,,,Prince of Wales Commercial Thinning (POW-CT),55.46092,-132.794,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Field traverses by POW RD staff and later updated with differentially corrected GPS points taken by FSL staff and orthophoto reference
"Harris, Unit 1, ",466,Unknown,Active,U.S. Forest Service,,,Prince of Wales Commercial Thinning (POW-CT),55.46293,-132.794,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Field traverses by POW RD staff and later updated with differentially corrected GPS points taken by FSL staff and orthophoto reference
Prince of Wales: High Site,TBD,Yes,Active,U.S. Forest Service,Sitka Sound Science Center,Alaska Youth Stewards,Alaska Youth Stewards,55.463056,-133.080556,2800,Unknown,N/A,Rain Gauge,Yes,Yes,No,No,No,No,Yes,Yes,Sitka Sound Science Center,Yes,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,"Measures every 5 minutes, data in csv format, cellular to cloud data transfer",None at this time,KK Pressian,katherine.prussian@usda.gov,Installed June 2024
"Harris River, Installation 2, Plot 1080",504,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.46384,-132.712,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Harris River, Installation 2, Plot 1070",503,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.4641,-132.713,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Harris River, Installation 2, Plot 1060",502,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.46444,-132.712,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Harris River, Installation 2, Plot 1050",501,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.4648,-132.713,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
Prince of Wales: Medium Site,TBD,Yes,Active,U.S. Forest Service,,Alaska Youth Stewards,Alaska Youth Stewards,55.466111,-133.040556,1000,Unknown,N/A,Rain Gauge,Yes,Yes,No,No,No,No,Yes,Yes,Sitka Sound Science Center,Yes,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,"Measures every 5 minutes, data in csv format, cellular to cloud data transfer",None at this time,KK Pressian,katherine.prussian@usda.gov,Installed June 2024
Harris River at Harris River Campground near Hollis,HRCA2,Yes,Active,U.S. Geological Survey,,,Unknown,55.468055,-132.85722,320,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Craig Seismometer,CGNA2,Unknown,Inactive,Unknown,,,Unknown,55.469,-133.1236,199,Unknown,Unknown,Seismometer,No,No,No,No,Yes,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Craig Weather station,CRGA2,Yes,Active,National Weather Service,Hydrometeorological Automated Data System,,Remote Automated Weather Station,55.47389,-133.136,91,Unknown,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CRGA2&unit=0&time=LOCAL,Weather Station,Yes,Yes,No,No,No,No,Yes,Yes,National Weather Service,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,"Temperature, Dew Point, Relative Humidity, Wind Speed, Wind Direction, Pressure, Altimeter, Precipitation accumulated in, Precipitation 1hr in",https://www.weather.gov/wrh/timeseries?site=CRGA2&hours=72,Unknown,Unknown,Unknown
Maybeso Creek,MABA2,Yes,Inactive,U.S. Department of the Interior,U.S. Geological Survey,,Unknown,55.4906,-132.6753,Unknown,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
"Maybeso, Good Example, ",101,Unknown,Active,U.S. Forest Service,,,Watershed Restoration & Ecosystem Monitoring (WREM),55.49344,-132.666,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Site contains 6 litter and insect traps. Wood Compatability Initiative (WCI) site was also located here. Alternate contact is Di Johnson, 586-8819 or David D'Amore, 586-7955.",Unknown,Rick Edwards,richard.t.edwards@usda.gov,Garmin GPS used for litter/insect traps. 100 ft buffer added around site.
"Maybeso, Unit 4",477,Unknown,Active,U.S. Forest Service,,,Prince of Wales Commercial Thinning (POW-CT),55.49763,-132.684,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,map updated Aug 07,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Field traverses by POW RD staff and later updated with differentially corrected GPS points taken by FSL staff and orthophoto reference
"Maybeso Valley, Installation 1, Plot 104",500,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.4983,-132.682,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Maybeso Valley, Installation 1, Plot 103",499,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.49847,-132.681,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
Caamano Point,CPTA2,Unknown,Inactive,Unknown,,,Geostationary Satellite Server,55.4986,-131.9717,Unknown,Unknown,Unknown,Geostationary Satellite,No,No,No,No,No,Yes,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
"Maybeso, Unit 2",474,Unknown,Active,U.S. Forest Service,,,Prince of Wales Commercial Thinning (POW-CT),55.49893,-132.688,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Field traverses by POW RD staff and later updated with differentially corrected GPS points taken by FSL staff and orthophoto reference
